Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
"1,65 tỷ","Đường Đinh đức thiện, Xã Bình Chánh, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","100 m² (5,0x20,0)",3 phòng,2 WC,1,Đông Nam,Đông Nam,Sổ hồng
"10,7 tỷ","Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",4 phòng,5 WC,4,N/A,Tây Bắc,Sổ hồng
"3,2 tỷ","B2/59S, Đường Tân Liêm, Xã Phong Phú, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","45 m² (5,0x9,0)",2 phòng,2 WC,1,Nam,Nam,Sổ hồng
840 triệu,"Đường Dây Thép, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"9,2 tỷ","17, Đường 19, Xã Bình Chánh, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"96 m² (4,0x24,0)",5 phòng,4 WC,3,Đông,Đông,Sổ hồng
980 triệu,"Đường An Phú Tây, Xã An Phú Tây, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","53 m² (4,0x13,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
970 triệu,"47, Đường số 10, Xã Tân Nhựt, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"231 m² (6,0x38,0)",6 phòng,6 WC,1,Đông Bắc,Đông Bắc,Sổ hồng
38 tỷ,"Đường số 1, Xã Bình Hưng, Huyện Bình Chánh, TP.HCM","Biệt thự, Villa",314 m²,6 phòng,6 WC,3,N/A,N/A,Sổ hồng
22 tỷ,"Huyện Bình Chánh, TP.HCM","Biệt thự, Villa","240 m² (10,0x24,0)",5 phòng,6 WC,4,N/A,Tây Bắc,Sổ hồng
"1,02 tỷ","Đường Hoàng Phan Thái, Xã Bình Chánh, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ",80 m²,2 phòng,2 WC,1,N/A,N/A,Sổ hồng
"16,5 tỷ","T2, Đường Song Hành, Xã Phong Phú, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"160 m² (10,0x16,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"1,1 tỷ","Đường công nghệ mới, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","28 m² (4,0x7,0)",2 phòng,1 WC,N/A,Tây,Tây,Hợp đồng mua bán
"1,55 tỷ","Đường Võ Văn Vân, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","80 m² (4,0x10,0)",2 phòng,2 WC,1,N/A,N/A,Giấy tờ hợp lệ
11 tỷ,"Đường số 10, Xã Phong Phú, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"81 m² (4,5x18,0)",5 phòng,6 WC,5,Đông Bắc,Đông Bắc,Sổ hồng
"1,5 tỷ","Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","204 m² (10,0x20,0)",12 phòng,12 WC,2,N/A,N/A,Sổ hồng
820 triệu,"Đường Tân Túc, Thị Trấn Tân Túc, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"80 m² (5,0x16,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
14 tỷ,"Huyện Bình Chánh, TP.HCM","Biệt thự, Villa","141 m² (6,0x24,0)",4 phòng,5 WC,3,N/A,Đông Nam,Sổ hồng
"1,2 tỷ","Đường Nguyễn Hữu Trí, Thị Trấn Tân Túc, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"12,6 tỷ","Đường 18, Xã Phong Phú, Huyện Bình Chánh, TP.HCM","Biệt thự, Villa","136,5 m² (7,0x19,5)",4 phòng,5 WC,4,N/A,Đông,Sổ hồng
650 triệu,"Đường Quốc Lộ 50, Xã Bình Hưng, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","15 m² (3,2x4,7)",1 phòng,1 WC,2,N/A,Tây,Hợp đồng mua bán
"7,8 tỷ","Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"72 m² (4,0x18,0)",4 phòng,4 WC,3,Tây,Tây,Sổ hồng
915 triệu,"Đường Trần Đại Nghĩa, Xã Tân Kiên, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"90 m² (5,0x18,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
917 triệu,"Đường Huỳnh Bá Chánh, Xã Tân Kiên, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"80 m² (5,0x16,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"1,55 tỷ","Đường Hoàng Phan Thái, Xã Bình Chánh, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",4 phòng,3 WC,1,N/A,N/A,Sổ hồng
14 tỷ,"Huyện Bình Chánh, TP.HCM","Biệt thự, Villa","136 m² (7,0x19,5)",4 phòng,5 WC,N/A,Đông Nam,Đông Nam,Sổ hồng
21 tỷ,"Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"120 m² (6,0x20,0)",6 phòng,6 WC,6,N/A,N/A,Sổ hồng
650 triệu,"Đường An Phú Tây, Xã An Phú Tây, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"150 m² (5,0x35,0)",N/A,N/A,1,N/A,N/A,Sổ hồng
"1,87 tỷ","Đường An Phú Tây, Xã An Phú Tây, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","55 m² (5,0x11,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"11,2 tỷ","Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",4 phòng,5 WC,4,N/A,Đông Nam,Sổ hồng
"1,73 tỷ","Đường ẤP 7, KINH C, Xã Lê Minh Xuân, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","23,1 m² (3,2x7,3)",2 phòng,1 WC,2,N/A,Tây Nam,Sổ hồng
818 triệu,"Đường Hưng Nhơn, Xã Tân Kiên, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"81,5 m² (5,0x16,5)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"16,5 tỷ","2418, Đường Quốc Lộ 50, Xã Đa Phước, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"265,4 m² (8,9x34,2)",N/A,N/A,1,Nam,Nam,Sổ hồng
"1,95 tỷ","Đường Đinh Đức Thiện, Xã Tân Quý Tây, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",3 phòng,3 WC,1,Đông Nam,Đông Nam,Sổ hồng
11 tỷ,"Đường Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",4 phòng,5 WC,4,N/A,Đông Nam,Sổ hồng
"1,15 tỷ","Đường công nghệ mới, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","28 m² (4,0x7,0)",2 phòng,1 WC,N/A,Tây,Tây,Hợp đồng mua bán
700 triệu,"Đường chợ bình chánh, Xã Bình Chánh, Huyện Bình Chánh, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"1,18 tỷ","Đường Vĩnh Lộc, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"36 m² (4,0x9,0)",2 phòng,1 WC,1,N/A,N/A,Sổ đỏ
953 triệu,"Đường Trịnh Như Khuê, Xã Bình Chánh, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"47,5 tỷ","281 - 283, Đường 9A, Xã Bình Hưng, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"200 m² (10,0x20,0)",N/A,N/A,1,Tây,Tây,Sổ hồng
"2,45 tỷ","Đường Đinh Đức Thiện, Xã Tân Quý Tây, Huyện Bình Chánh, TP.HCM","Biệt thự, Villa","125 m² (5,9x21,0)",3 phòng,3 WC,1,Đông Bắc,Đông Bắc,Sổ hồng
730 triệu,"Đường Bảy Tấn, Xã An Phú Tây, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"94 m² (4,7x20,0)",3 phòng,2 WC,1,N/A,N/A,Sổ hồng
814 triệu,"Đường Hưng Nhơn, Xã Tân Kiên, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"80 m² (5,0x16,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
17 tỷ,"Đường Kinh Rau Răm, Xã Bình Lợi, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,1.100 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"15,5 tỷ","Đường số 5, Xã Phong Phú, Huyện Bình Chánh, TP.HCM","Biệt thự, Villa","136,5 m² (7,0x19,5)",4 phòng,5 WC,3,Tây Bắc,Tây Bắc,Sổ hồng
"6,5 tỷ","Đường Lê Thị Ngay, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"160 m² (8,0x20,0)",4 phòng,2 WC,1,N/A,N/A,Sổ hồng
"1,8 tỷ","Đường Vĩnh Lộc B, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"48 m² (4,0x12,0)",3 phòng,2 WC,1,N/A,N/A,Sổ đỏ
29 tỷ,"Huyện Bình Chánh, TP.HCM","Biệt thự, Villa","300 m² (15,0x20,0)",9 phòng,7 WC,N/A,N/A,Đông Nam,Sổ hồng
"1,5 tỷ","Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","100 m² (5,0x20,0)",3 phòng,2 WC,1,Đông Nam,Đông Nam,Sổ hồng
"1,35 tỷ","Đường 1A, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","36 m² (4,0x9,0)",2 phòng,2 WC,N/A,N/A,N/A,Hợp đồng mua bán
960 triệu,"Đường Bờ Huệ, Xã An Phú Tây, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","90 m² (4,5x20,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"3,9 tỷ","B6/200A, Đường Ấp 2, Xã Phong Phú, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","100 m² (4,0x16,0)",4 phòng,2 WC,1,Bắc,N/A,Sổ hồng
11 tỷ,"10/33, Đường Bà Cả, Xã Đa Phước, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"500 m² (12,0x32,0)",N/A,N/A,1,Tây Bắc,Tây Bắc,Sổ hồng
790 triệu,"Đường Hưng Long, Xã Tân Kiên, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","72 m² (4,0x18,0)",4 phòng,5 WC,1,N/A,N/A,Sổ hồng
"14,5 tỷ","D6, Đường Quốc Lộ 50, Xã Đa Phước, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"1.400 m² (36,0x48,0)",1 phòng,1 WC,1,Đông Nam,Đông Nam,Sổ hồng
960 triệu,"Đường Trần Đại Nghĩa, Xã Tân Kiên, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","120 m² (6,0x20,0)",4 phòng,3 WC,1,N/A,N/A,Sổ hồng
750 triệu,"Đường Trịnh Như Khuê, Xã Bình Chánh, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"90 m² (4,5x20,0)",2 phòng,2 WC,1,Đông,Đông,Sổ hồng
"4,5 tỷ","Đường Trịnh Như Khuê, Xã Bình Chánh, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","227 m² (9,0x27,0)",4 phòng,5 WC,2,Nam,Nam,Sổ hồng
840 triệu,"Đường Bầu Gốc, Xã Tân Kiên, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"116 m² (5,0x23,0)",3 phòng,2 WC,1,Đông,Đông,Sổ hồng
"1,55 tỷ","Đường Đinh Đức Thiện, Xã Tân Quý Tây, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"110 m² (5,0x22,0)",2 phòng,2 WC,N/A,Đông,Đông,Sổ hồng
780 triệu,"Đường An Phú Tây, Xã An Phú Tây, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"80 m² (5,0x16,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
980 triệu,"Đường Huỳnh Bá Chánh, Xã Tân Kiên, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","71,2 m²",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"1,39 tỷ","Đường Hoàng Phan Thái, Xã Bình Chánh, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ",80 m²,3 phòng,2 WC,1,N/A,N/A,Sổ hồng
12 tỷ,"Đường số 10, Xã Phong Phú, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"81 m² (4,5x18,0)",10 phòng,10 WC,5,N/A,Đông Bắc,Sổ hồng
"1,6 tỷ","Đường Liên Ấp 1-2-3, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","72 m² (3,6x10,0)",2 phòng,2 WC,1,N/A,N/A,Giấy tờ hợp lệ
"1,29 tỷ","Đường Nguyễn Thị Trọn, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","66 m² (4,0x11,0)",3 phòng,1 WC,1,N/A,N/A,Hợp đồng mua bán
"15,5 tỷ","Đường số 5, Xã Phong Phú, Huyện Bình Chánh, TP.HCM","Biệt thự, Villa","136,5 m² (7,0x19,5)",8 phòng,9 WC,4,N/A,Tây Bắc,Sổ hồng
"1,65 tỷ","Đường Lê Thị Ngay, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","48 m² (4,0x12,0)",2 phòng,2 WC,1,N/A,N/A,Hợp đồng mua bán
77 tỷ,"Đường số 4, Xã Bình Hưng, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"480 m² (12,0x40,0)",52 phòng,54 WC,N/A,N/A,N/A,Sổ hồng
920 triệu,"1, Đường An Phú Tây, Xã An Phú Tây, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"110 m² (5,5x20,0)",3 phòng,2 WC,1,N/A,N/A,Sổ hồng
"7,7 tỷ","Đường Quốc Lộ 50, Xã Phong Phú, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"127,6 m² (4,1x29,0)",N/A,N/A,1,N/A,Đông,Sổ hồng
630 triệu,"Đường Hưng Long, Xã Hưng Long, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","27 m² (3,5x7,5)",2 phòng,2 WC,N/A,Tây,Tây,Giấy tờ hợp lệ
46 tỷ,"Huyện Bình Chánh, TP.HCM","Biệt thự, Villa","247,5 m² (13,0x20,0)",8 phòng,9 WC,4,Nam,Nam,Sổ hồng
"2,36 tỷ","Đường Phạm Thị Nghĩ, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","112 m² (4,0x14,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"1,2 tỷ","Đường Võ Văn Vân, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",2 phòng,2 WC,N/A,N/A,N/A,Hợp đồng mua bán
"1,25 tỷ","Đường Bộ Đội An Điền, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",2 phòng,1 WC,N/A,N/A,N/A,Hợp đồng mua bán
860 triệu,"10/, Đường Rạch Ông Đồ, Xã Bình Chánh, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","80 m² (4,0x20,0)",2 phòng,2 WC,1,Đông Nam,Đông,Sổ hồng
"1,18 tỷ","Đường 20, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"36 m² (4,0x9,0)",2 phòng,1 WC,2,N/A,Tây Bắc,Sổ hồng
"2,9 tỷ","Đường Trần Văn Giàu, Xã Lê Minh Xuân, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
850 triệu,"Đường Chợ Bình Chánh, Xã Bình Chánh, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"80 m² (4,7x17,0)",2 phòng,2 WC,N/A,Đông Nam,Đông Nam,Sổ hồng
"1,55 tỷ","Đường Phạm Thị Nghĩ, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","80 m² (4,0x20,0)",2 phòng,2 WC,1,N/A,N/A,Sổ đỏ
7 tỷ,"9, Đường Bình Hưng, Xã Bình Hưng, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"72 m² (4,0x18,0)",2 phòng,2 WC,2,Đông,Đông,Sổ hồng
720 triệu,"Đường Hưng Nhơn, Xã Tân Kiên, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","116 m² (6,0x19,0)",3 phòng,3 WC,1,Đông,Đông,Sổ hồng
"9,5 tỷ","Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"96 m² (4,0x24,0)",4 phòng,3 WC,4,N/A,N/A,Sổ hồng
12 tỷ,"Đường Quốc Lộ 50, Xã Bình Hưng, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"120 m² (6,0x20,0)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
650 triệu,"Đường Hưng Nhơn, Xã Tân Kiên, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","85 m² (5,0x18,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
750 triệu,"Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","100 m² (5,0x20,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
23 tỷ,"Đường Hoàng Phan Thái, Xã Bình Chánh, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"905 m² (18,0x42,0)",N/A,N/A,N/A,N/A,N/A,Sổ đỏ
"19,5 tỷ","Đường Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"157,5 m² (8,5x20,0)",6 phòng,9 WC,N/A,N/A,N/A,Sổ hồng
"3,1 tỷ","Đường Quốc Lộ 50, Xã Bình Hưng, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","52 m² (8,0x6,5)",2 phòng,1 WC,1,N/A,Tây Nam,Sổ hồng
"13,5 tỷ","Đường Trần Văn Giàu, Xã Phạm Văn Hai, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"416 m² (9,0x53,0)",N/A,N/A,N/A,N/A,N/A,Sổ đỏ
"12,1 tỷ","B5/16 (Số cũ), Đường Trần Đại Nghĩa, Xã Tân Kiên, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"290 m² (8,0x30,0)",12 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"12,85 tỷ","Đường Vườn Thơm, Xã Bình Lợi, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,670 m²,N/A,N/A,N/A,N/A,Đông Nam,Giấy tờ hợp lệ
820 triệu,"Đường Hưng Nhơn, Xã Tân Kiên, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"116 m² (6,0x19,0)",3 phòng,2 WC,1,N/A,N/A,Sổ hồng
"7,7 tỷ","Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"72 m² (4,0x18,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
"1,05 tỷ","Đường 1B, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","48 m² (4,0x12,0)",N/A,N/A,N/A,Đông Nam,Đông Nam,Giấy tờ khác
"1,79 tỷ","Đường Võ Văn Vân, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ đỏ
10 tỷ,"Đường số 1, Thị Trấn Tân Túc, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"111 m² (6,5x17,0)",4 phòng,5 WC,5,N/A,N/A,Sổ hồng
"1,55 tỷ","Đường Lê Thị Ngay, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","72 m² (4,0x12,0)",2 phòng,2 WC,1,N/A,N/A,Hợp đồng mua bán
850 triệu,"A35/29GV, Đường Bình Hưng, Xã Bình Hưng, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","15 m² (3,0x5,0)",1 phòng,1 WC,N/A,N/A,N/A,Giấy tờ hợp lệ
"1,88 tỷ","Đường Quách Điêu, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","48 m² (4,0x12,0)",2 phòng,2 WC,1,N/A,N/A,Hợp đồng mua bán
"1,1 tỷ","Đường Thới Hòa, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","40 m² (3,0x12,5)",2 phòng,1 WC,1,N/A,N/A,Hợp đồng mua bán
"1,65 tỷ","Đường Võ Văn Vân, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","48 m² (4,0x12,0)",2 phòng,2 WC,1,N/A,N/A,Hợp đồng mua bán
"1,37 tỷ","Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"64 m² (4,0x16,0)",3 phòng,2 WC,3,N/A,N/A,Sổ hồng
13 tỷ,"Đường Quốc Lộ 50, Xã Phong Phú, Huyện Bình Chánh, TP.HCM","Biệt thự, Villa","152 m² (8,0x19,0)",4 phòng,4 WC,3,N/A,Tây,Sổ đỏ
950 triệu,"Đường Nguyễn Hữu Trí, Thị Trấn Tân Túc, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"90 m² (4,0x22,5)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
710 triệu,"Đường Hưng Nhơn, Xã Bình Chánh, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",4 phòng,4 WC,2,N/A,N/A,Sổ hồng
"2,5 tỷ","Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, TP.HCM",Nhà mặt tiền,"117 m² (4,5x26,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"1,35 tỷ","Đường Vĩnh Lộc, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",2 phòng,2 WC,1,N/A,Bắc,Giấy tờ hợp lệ
