Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
"3,3 tỷ","Đường Dương Công Khi, Xã Tân Thới Nhì, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","92 m² (5,0x19,0)",2 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
"6,5 tỷ","Đường Phạm Thị Giây, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM","Biệt thự, Villa","210 m² (8,6x25,0)",3 phòng,2 WC,1,N/A,N/A,Sổ hồng
"1,49 tỷ","Đường Xuân Thới 16, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","36 m² (4,0x9,0)",2 phòng,2 WC,1,N/A,N/A,Sổ hồng
"4,5 tỷ","Đường Thới Tam Thôn 14, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"90 m² (4,5x20,0)",2 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
785 triệu,"Đường Nguyễn Văn Bứa, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"50 m² (4,0x10,0)",2 phòng,2 WC,2,N/A,N/A,Giấy tờ hợp lệ
"4,64 tỷ","Đường Huỳnh Thị Na, Xã Đông Thạnh, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"125 m² (5,0x25,0)",5 phòng,5 WC,1,N/A,N/A,Sổ hồng
"1,65 tỷ","Đường Ấp Đông, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","40 m² (8,0x5,0)",2 phòng,1 WC,N/A,Tây Nam,Tây Nam,Giấy tờ khác
"3,25 tỷ","Đường Lý Thường Kiệt, Thị Trấn Hóc Môn, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","55 m² (3,7x16,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"5,79 tỷ","Đường Ấp Nam Thới, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"150 m² (4,2x38,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
"3,85 tỷ","Đường Nguyễn Thị Thử, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"3,75 tỷ","Đường Bắc Lân, Xã Bà Điểm, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"50 m² (3,5x15,0)",3 phòng,2 WC,3,N/A,N/A,Sổ hồng
"4,8 tỷ","Đường Xuyên Á, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"121 m² (8,0x15,0)",4 phòng,6 WC,N/A,Tây Bắc,Tây Bắc,Sổ hồng
900 triệu,"Đường Đồng Tâm, Xã Trung Chánh, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,128 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"6,5 tỷ","Đường Tân Thới Nhì 24, Xã Tân Thới Nhì, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","300 m² (8,5x35,0)",6 phòng,3 WC,N/A,N/A,Đông Bắc,Sổ hồng
"1,53 tỷ","Đường Bà Điểm 2, Xã Bà Điểm, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"78 m² (5,0x16,0)",3 phòng,2 WC,N/A,N/A,Đông Nam,Sổ hồng
360 triệu,"Đường Lê Văn Khương, Xã Đông Thạnh, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","15 m² (3,0x5,0)",3 phòng,2 WC,N/A,N/A,N/A,Giấy tờ hợp lệ
"2,3 tỷ","Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","110 m² (5,0x22,0)",3 phòng,2 WC,1,N/A,N/A,Sổ hồng
"2,85 tỷ","Đường Tân Hiệp 18, Xã Tân Hiệp, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","66 m² (3,8x19,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
"1,3 tỷ","Đường Mỹ Hòa 3, Xã Trung Chánh, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"60 m² (4,0x15,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"2,54 tỷ","66/5 Ấp 3, Đường Đông Thạnh, Xã Đông Thạnh, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","45,2 m² (3,0x16,0)",N/A,N/A,N/A,N/A,Tây Nam,Sổ hồng
800 triệu,"Đường Thanh Niên, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP.HCM","Biệt thự, Villa","370 m² (10,0x20,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
"1,88 tỷ","Đường XTT58, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"32 m² (4,0x8,0)",2 phòng,2 WC,2,N/A,Tây Bắc,Sổ hồng
"6,1 tỷ","Đường Tân Xuân 3, Xã Tân Xuân, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"140 m² (4,0x36,0)",4 phòng,3 WC,2,N/A,N/A,Sổ hồng
"1,5 tỷ","Đường Nguyễn Thị Thảnh, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",3 phòng,2 WC,N/A,N/A,Nam,Sổ hồng
46 tỷ,"Đường Lê Văn Khương, Xã Đông Thạnh, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,1.200 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"7,39 tỷ","Đường Song Hành, Xã Tân Hiệp, Huyện Hóc Môn, TP.HCM","Biệt thự, Villa","168 m² (10,0x16,8)",4 phòng,4 WC,N/A,N/A,Tây Nam,Sổ hồng
"3,25 tỷ","Đường Lê Thị Hà, Xã Bà Điểm, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","80 m² (5,0x16,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,5 tỷ","Đường Trịnh Thị Miếng, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,45 tỷ","Đường Tam Đông 23, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"66 m² (5,5x12,0)",3 phòng,2 WC,1,Nam,Nam,Giấy tờ hợp lệ
"3,9 tỷ","Đường Tỉnh Lộ 9, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"90 m² (6,0x15,0)",4 phòng,5 WC,N/A,Bắc,Bắc,Sổ hồng
"4,7 tỷ","246, 246, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",4 phòng,5 WC,2,Tây Bắc,Tây Bắc,Đang chờ sổ
820 triệu,"Đường Tân Xuân 7, Xã Tân Xuân, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,47 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
24 tỷ,"Đường Lê Thị Kim, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"1.000 m² (23,0x29,0)",1 phòng,2 WC,N/A,Tây Bắc,Tây Bắc,Sổ hồng
680 triệu,"Đường Tân Hiệp, Xã Tân Hiệp, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",3 phòng,2 WC,N/A,Nam,Đông,Sổ hồng
199 tỷ,"Đường Nguyễn Ảnh Thủ, Xã Trung Chánh, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"2.500 m² (25,0x100,0)",6 phòng,6 WC,2,N/A,N/A,Sổ hồng
"3,7 tỷ","Đường Trần Văn Mười, Xã Xuân Thới Đông, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","72 m² (4,0x18,0)",3 phòng,3 WC,1,N/A,Đông,Sổ hồng
680 triệu,"Đường ẤP 4, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","24 m² (6,0x4,0)",1 phòng,1 WC,N/A,N/A,N/A,Hợp đồng mua bán
6 tỷ,"Đường Trưng Vương 3, Xã Trung Chánh, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"67 m² (4,5x18,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"14,5 tỷ","C1, Đường Nguyễn Thị Nuôi, Xã Tân Thới Nhì, Huyện Hóc Môn, TP.HCM","Biệt thự, Villa","220 m² (10,5x22,5)",4 phòng,5 WC,2,Đông Nam,Đông Nam,Sổ hồng
"5,5 tỷ","Đường Trần Văn Mười, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"4,16 tỷ","Huyện Hóc Môn, TP.HCM","Biệt thự, Villa","96 m² (6,0x16,0)",4 phòng,4 WC,2,Đông Nam,Tây,Sổ hồng
"4,5 tỷ","63/26E, Đường Phạm Văn Sáng, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","80 m² (5,0x16,0)",3 phòng,2 WC,1,Tây Bắc,Tây Bắc,Sổ hồng
36 tỷ,"100, Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"1.200 m² (20,0x60,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
890 triệu,"Đường Tân Xuân 2, Xã Tân Xuân, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,100 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
840 triệu,"Đường Cụm công nghiệp Nhị Xuân, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"96 m² (6,0x16,0)",4 phòng,5 WC,2,Đông,Đông,Sổ hồng
"2,65 tỷ","Đường Nguyễn Văn Bứa, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","125 m² (5,0x25,0)",4 phòng,3 WC,1,N/A,N/A,Sổ hồng
"3,2 tỷ","11, Đường An Hạ, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP.HCM","Biệt thự, Villa","120 m² (6,0x20,0)",4 phòng,5 WC,3,Đông Nam,Đông Nam,Sổ hồng
"4,2 tỷ","Đường Đông Thạnh 2, Xã Đông Thạnh, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"84 m² (4,0x21,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
790 triệu,"Đường Bà Điểm 5, Xã Bà Điểm, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,40 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,8 tỷ","Đường số 2, Xã Xuân Thới Đông, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","85 m² (5,0x17,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
630 triệu,"Đường Trần Văn Mười, Xã Trung Chánh, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","150 m² (6,0x25,0)",8 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"2,78 tỷ","Đường Tân Xuân 2, Xã Tân Xuân, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","72 m² (5,0x17,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"2,5 tỷ","Đường Tô Ký, Xã Tân Xuân, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x12,5)",1 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"6,5 tỷ","Đường Phạm Thị Giây, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"72 m² (4,0x18,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
7 tỷ,"Đường Phan Văn Hớn, Xã Bà Điểm, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"83 m² (5,5x15,0)",3 phòng,3 WC,2,N/A,Tây Nam,Sổ hồng
5 tỷ,"Đường NGUYỄN THỊ THỬ, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"95 m² (5,0x19,0)",4 phòng,3 WC,1,N/A,N/A,Sổ hồng
2 tỷ,"88E , Đường Ấp 5, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"85 m² (4,0x21,0)",2 phòng,1 WC,1,N/A,N/A,Giấy tờ khác
"4,98 tỷ","Đường Nguyễn Thị Ai, Xã Tân Xuân, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","100 m² (5,0x20,0)",4 phòng,5 WC,2,N/A,N/A,Sổ hồng
590 triệu,"64/4F, Đường Đỗ Văn Dậy, Xã Tân Hiệp, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","20 m² (4,0x5,0)",2 phòng,2 WC,1,N/A,N/A,Giấy tờ hợp lệ
3 tỷ,"113/4, Đường Ấp Tam Đông, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","32,1 m² (5,0x12,0)",4 phòng,3 WC,2,N/A,Đông Bắc,Sổ hồng
"4,68 tỷ","Đường số 10, Xã Xuân Thới Đông, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","85 m² (5,0x17,0)",4 phòng,5 WC,1,N/A,N/A,Sổ hồng
730 triệu,"Đường Song Hành, Xã Trung Chánh, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"110 m² (5,0x29,0)",2 phòng,2 WC,N/A,Bắc,Nam,Sổ hồng
"1,37 tỷ","Đường Thới Tam Thôn 16C, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"60 m² (4,0x15,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"2,68 tỷ","Đường Thới Tam Thôn 12, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"120 m² (4,1x24,0)",2 phòng,1 WC,1,Đông Bắc,Đông Bắc,Sổ đỏ
15 tỷ,"1/22, Đường Trần Văn Mười, Xã Xuân Thới Đông, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"300 m² (9,0x30,0)",1 phòng,N/A,1,N/A,Đông Nam,Sổ hồng
"4,5 tỷ","Đường Trung Mỹ Tân Xuân, Xã Trung Chánh, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","54 m² (4,3x12,5)",2 phòng,1 WC,1,Đông Bắc,Đông Bắc,Sổ hồng
"3,2 tỷ","Đường Thị Trấn - Tân Hiệp, Xã Tân Hiệp, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","100 m² (5,0x20,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"3,6 tỷ","20/25, Đường Tam Đông, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","70,6 m² (4,2x17,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"1,55 tỷ","Đường Nguyễn Thị Huê, Xã Bà Điểm, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"60 m² (4,0x15,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"1,29 tỷ","Đường Bà Điểm 5, Xã Bà Điểm, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,70 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
5 tỷ,"Đường Nguyễn Thị Ai, Xã Tân Xuân, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","91,9 m² (5,0x20,0)",3 phòng,4 WC,N/A,Đông Bắc,Đông Bắc,Sổ hồng
"5,49 tỷ","Đường số 1, Xã Xuân Thới Đông, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"95 m² (5,0x19,0)",4 phòng,5 WC,3,N/A,Đông,Sổ hồng
390 triệu,"Đường ĐT 824, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"40 m² (4,0x10,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"7,5 tỷ","Đường Đông Thạnh 2, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"188 m² (10,0x19,0)",4 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"4,1 tỷ","Đường Ấp Mới 2, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"90 m² (6,0x16,0)",3 phòng,2 WC,N/A,Bắc,Bắc,Sổ hồng
950 triệu,"Đường Nguyễn Thị Thử, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","35 m² (3,5x10,0)",1 phòng,1 WC,N/A,N/A,Đông,Hợp đồng mua bán
"2,4 tỷ","Đường Đặng Thúc Vịnh, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","90 m² (4,5x20,0)",2 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
"19,5 tỷ","Đường Song Hành, Xã Tân Xuân, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"300 m² (12,0x28,0)",N/A,N/A,1,N/A,N/A,Sổ hồng
"7,5 tỷ","Đường Dương Công Khi, Xã Tân Hiệp, Huyện Hóc Môn, TP.HCM","Biệt thự, Villa","180 m² (10,0x18,0)",N/A,N/A,2,N/A,N/A,Sổ hồng
11 tỷ,"Đường Lê Thị Hà, Thị Trấn Hóc Môn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"67 m² (4,0x17,0)",5 phòng,4 WC,3,N/A,N/A,Sổ hồng
"2,98 tỷ","Đường Trịnh Thị Dối, Xã Đông Thạnh, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","80 m² (4,0x20,0)",2 phòng,1 WC,N/A,Tây,Tây,Sổ hồng
11 tỷ,"Đường Lê Thị Hà, Thị Trấn Hóc Môn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"67 m² (4,0x17,0)",5 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"12,5 tỷ","Đường Song Hành, Xã Tân Hiệp, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"220 m² (10,0x22,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
20 tỷ,"4/7H, Đường Tân Hiệp 19, Xã Tân Hiệp, Huyện Hóc Môn, TP.HCM","Biệt thự, Villa","430 m² (14,0x31,0)",N/A,N/A,N/A,Nam,Nam,Sổ hồng
"6,4 tỷ","Đường Tân Thới nhất, Xã Tân Thới Nhì, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"170 m² (8,0x26,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"1,7 tỷ","Đường Tiền Lân 17, Xã Bà Điểm, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","89,7 m² (5,0x17,9)",3 phòng,2 WC,N/A,N/A,N/A,Sổ đỏ
6 tỷ,"38/42, Đường Xuân Thới Thượng 59, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","90 m² (4,5x20,0)",2 phòng,2 WC,2,Tây,Tây,Sổ hồng
"14,99 tỷ","Đường Bà Triệu, Thị Trấn Hóc Môn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"136 m² (7,0x19,0)",4 phòng,2 WC,N/A,Đông Nam,Đông Nam,Sổ hồng
"3,95 tỷ","Đường Trịnh Thị Miếng, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","62 m² (4,0x15,5)",4 phòng,2 WC,1,N/A,N/A,Sổ hồng
720 triệu,"Đường Đồng Tâm, Xã Tân Xuân, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,58 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,15 tỷ","Đường Bà Điểm 4, Xã Bà Điểm, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","88 m² (5,5x16,0)",4 phòng,2 WC,2,N/A,N/A,Sổ hồng
"1,68 tỷ","Đường Phan Văn Hớn, Xã Bà Điểm, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","32 m² (4,0x8,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
6 tỷ,"Đường Tô Ký, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","138 m² (6,0x23,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"5,5 tỷ","Đường Nguyễn Thị Sáu, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"96 m² (6,0x16,0)",4 phòng,4 WC,N/A,N/A,Bắc,Sổ hồng
"4,3 tỷ","Đường Tân Hiệp 6, Xã Tân Hiệp, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","124 m² (6,5x19,0)",3 phòng,2 WC,N/A,Đông Bắc,Đông Bắc,Sổ hồng
730 triệu,"Đường Tân Thới Nhì 33, Xã Tân Thới Nhì, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,123 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"6,6 tỷ","22, 22, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"120 m² (4,0x30,0)",1 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
"1,35 tỷ","Đường Bà Điểm 10, Xã Bà Điểm, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","51,2 m²",N/A,N/A,N/A,N/A,N/A,Giấy tờ hợp lệ
54 tỷ,"Đường Tô Ký, Xã Trung Chánh, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"624 m² (24,0x26,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
790 triệu,"Đường Tô Ký, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,97 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"3,68 tỷ","N8, Đường Dương Công Khi, Thị Trấn Hóc Môn, Huyện Hóc Môn, TP.HCM","Biệt thự, Villa","136 m² (9,0x16,0)",4 phòng,3 WC,3,Nam,Đông Nam,Sổ hồng
"6,8 tỷ","Đường Trần Văn Mười, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"120 m² (4,0x30,0)",1 phòng,1 WC,N/A,N/A,Tây Bắc,Sổ hồng
"4,3 tỷ","Đường Nguyễn Thị Ngâu, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","110 m² (5,0x22,0)",4 phòng,3 WC,N/A,N/A,Bắc,Sổ hồng
900 triệu,"Đường Nguyễn Thị Thử, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","80 m² (5,0x16,0)",2 phòng,2 WC,1,N/A,N/A,Sổ hồng
720 triệu,"Đường Tân Xuân 5B, Xã Tân Xuân, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,81 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,1 tỷ","Đường Tân Hiệp 39, Xã Tân Hiệp, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"134 m² (5,0x27,0)",2 phòng,2 WC,1,Nam,Nam,Sổ hồng
"3,75 tỷ","2/, Đường Trần Văn Mười, Xã Xuân Thới Đông, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","80 m² (4,0x20,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"1,25 tỷ","Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"80 m² (5,0x16,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"3,25 tỷ","Đường Ấp Dân Thắng 2, Xã Tân Thới Nhì, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
3 tỷ,"Đường Lê Thị Hà, Xã Tân Xuân, Huyện Hóc Môn, TP.HCM","Nhà hẻm, ngõ","42 m² (4,0x11,0)",2 phòng,2 WC,N/A,N/A,Tây,Sổ hồng
"1,25 tỷ","I17, Đường Nguyễn Văn Bứa, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,"48 m² (4,0x12,0)",2 phòng,2 WC,2,Đông Nam,Đông Nam,Sổ hồng
710 triệu,"Đường Trần Thị Bốc, Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM",Nhà mặt tiền,55 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
