Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
24 tỷ,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"355 m² (7,5x45,0)",10 phòng,10 WC,2,N/A,N/A,Sổ hồng
9 tỷ,"72, Đường Bờ Tây, Xã Phước Lộc, Huyện Nhà Bè, TP.HCM","Biệt thự, Villa","266 m² (7,0x38,0)",5 phòng,4 WC,2,Đông Nam,Đông Nam,Sổ hồng
"3,1 tỷ","Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","30 m² (4,5x8,0)",2 phòng,2 WC,2,Đông Nam,Đông Nam,Sổ hồng
"2,95 tỷ","Đường Phạm Hữu Lầu, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ",56 m²,2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"5,8 tỷ","Đường Đào Sư Tích, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","92,5 m² (5,0x18,5)",2 phòng,3 WC,3,N/A,N/A,Sổ hồng
"1,39 tỷ","Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","28 m² (4,0x7,0)",2 phòng,3 WC,4,N/A,N/A,Sổ hồng
"6,2 tỷ","Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"50 m² (4,0x12,5)",4 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
"1,08 tỷ","Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","28 m² (4,0x7,0)",2 phòng,2 WC,2,N/A,N/A,Đang chờ sổ
"1,23 tỷ","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"25 m² (3,0x8,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"1,95 tỷ","Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
790 triệu,"Đường Dương Thị Năm, Xã Phú Xuân, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",4 phòng,3 WC,2,N/A,N/A,Sổ hồng
"5,8 tỷ","Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",4 phòng,5 WC,3,Đông Bắc,Đông Bắc,Sổ hồng
"4,5 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","85 m² (5,0x17,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
14 tỷ,"Đường Nguyễn Văn Tạo, Xã Long Thới, Huyện Nhà Bè, TP.HCM","Biệt thự, Villa","250 m² (12,5x22,0)",4 phòng,5 WC,N/A,N/A,Đông Bắc,Sổ hồng
"5,4 tỷ","Đường huỳnh tấn phát, Xã Phú Xuân, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"80 m² (8,0x10,0)",4 phòng,5 WC,3,N/A,N/A,Sổ hồng
"8,5 tỷ","Đường Đào Sư Tích, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"84 m² (5,0x17,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
"3,5 tỷ","1527/7/1, Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","42 m² (3,2x14,0)",4 phòng,3 WC,4,N/A,Đông,Sổ hồng
"4,25 tỷ","Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ",70 m²,4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"6,2 tỷ","Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"50 m² (4,2x12,5)",4 phòng,5 WC,N/A,Đông Nam,Đông Nam,Sổ hồng
15 tỷ,"Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"240 m² (5,0x50,0)",4 phòng,4 WC,2,Đông Nam,Đông Nam,Sổ hồng
24 tỷ,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"355 m² (7,5x45,0)",10 phòng,10 WC,1,N/A,N/A,Sổ hồng
"5,6 tỷ","1979, Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x12,5)",4 phòng,5 WC,2,Đông Bắc,Đông Bắc,Sổ hồng
"5,2 tỷ","541/1/17, Đường Nguyễn Hữu Thọ, Xã Long Thới, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"109 m² (5,0x21,0)",N/A,N/A,3,Đông Nam,Đông Nam,Sổ hồng
24 tỷ,"Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM","Biệt thự, Villa","250 m² (10,0x25,0)",4 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
"6,8 tỷ","Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","52,8 m² (4,0x13,2)",4 phòng,4 WC,4,N/A,Đông Nam,Sổ hồng
"1,93 tỷ","1902, Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","47 m² (3,6x13,0)",2 phòng,2 WC,2,Đông,Đông,Giấy tờ hợp lệ
"4,5 tỷ","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",2 phòng,1 WC,1,N/A,N/A,Sổ hồng
32 tỷ,"Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"591 m² (12,0x54,0)",12 phòng,12 WC,5,N/A,N/A,Sổ hồng
"8,5 tỷ","1168, Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"140 m² (7,0x20,0)",5 phòng,5 WC,4,Bắc,Bắc,Sổ hồng
"1,89 tỷ","Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"25 m² (3,2x7,5)",2 phòng,3 WC,3,N/A,N/A,Sổ hồng
"3,4 tỷ","Đường Đào Tông Nguyên, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x12,0)",2 phòng,2 WC,1,N/A,N/A,Sổ hồng
56 tỷ,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"660 m² (12,0x40,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"17,9 tỷ","Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"119 m² (7,0x17,0)",4 phòng,3 WC,N/A,Tây Nam,Tây Nam,Hợp đồng mua bán
12 tỷ,"432, Đường Đào Sư Tích, Xã Phước Lộc, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"310 m² (5,5x60,0)",10 phòng,10 WC,2,Nam,N/A,Sổ hồng
"2,4 tỷ","Đường Dương Cát Lợi, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","80 m² (4,0x20,0)",3 phòng,2 WC,2,N/A,N/A,Giấy tờ hợp lệ
"1,62 tỷ","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"32 m² (4,5x7,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"1,05 tỷ","80/9, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","22,5 m² (7,0x3,3)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"5,79 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"92,5 m² (5,0x18,5)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
"7,19 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"84 m² (6,0x14,0)",5 phòng,4 WC,4,N/A,N/A,Sổ hồng
"1,93 tỷ","1902, Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","47 m² (3,6x13,0)",2 phòng,2 WC,2,Đông,Đông,Giấy tờ hợp lệ
"6,1 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","80 m² (5,0x16,0)",3 phòng,3 WC,4,Tây Nam,Tây Nam,Sổ hồng
"12,8 tỷ","128, Đường Đào Sư Tích, Xã Phước Lộc, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"110 m² (8,0x14,0)",5 phòng,5 WC,4,Tây,Tây Bắc,Sổ hồng
18 tỷ,"150, Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"195 m² (3,8x50,0)",5 phòng,6 WC,4,N/A,Đông,Sổ hồng
"4,75 tỷ","Đường Đào Tông Nguyên, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x13,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
58 tỷ,"Đường Phạm Hữu Lầu, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"580 m² (10,0x58,0)",N/A,N/A,N/A,N/A,Tây Bắc,Sổ hồng
"8,7 tỷ","Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","264 m² (12,0x19,0)",3 phòng,2 WC,1,N/A,N/A,Sổ đỏ
"2,55 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","59 m² (5,0x11,8)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
31 tỷ,"Huyện Nhà Bè, TP.HCM","Biệt thự, Villa","286 m² (10,0x25,0)",5 phòng,5 WC,4,N/A,Đông Bắc,Sổ hồng
"5,95 tỷ","Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"83,2 m² (5,2x16,0)",4 phòng,4 WC,2,N/A,N/A,Sổ hồng
"1,15 tỷ","Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","25 m² (29,0x10,0)",2 phòng,2 WC,2,N/A,N/A,Giấy tờ hợp lệ
10 tỷ,"1371, Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"11,49 tỷ","Đường Nguyễn Bình, Xã Phú Xuân, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"143,9 m² (7,5x19,3)",4 phòng,5 WC,3,N/A,N/A,Sổ hồng
"8,5 tỷ","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"80 m² (5,0x16,0)",4 phòng,5 WC,3,Tây Nam,Tây Nam,Sổ hồng
"11,5 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"95 m² (5,0x19,0)",4 phòng,5 WC,N/A,Nam,Nam,Sổ hồng
980 triệu,"262, Đường Nguyễn Bình, Xã Phú Xuân, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","30 m² (4,5x7,0)",2 phòng,2 WC,2,Tây,Tây,Hợp đồng mua bán
"6,8 tỷ","86/76 Đào Tông Nguyên, 86/76 Đào Tông Nguyên, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"50 m² (4,0x12,5)",3 phòng,4 WC,4,Đông Nam,Đông Nam,Sổ hồng
35 tỷ,"Đường Lê Thị Kỉnh, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"250 m² (10,0x20,0)",54 phòng,54 WC,N/A,N/A,Bắc,Sổ hồng
"9,9 tỷ","Đường Lê Thị Kỉnh, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"170 m² (6,0x28,5)",9 phòng,9 WC,N/A,N/A,Bắc,Sổ hồng
"7,8 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"96 m² (6,0x16,0)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
"7,5 tỷ","Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"82 m² (5,0x17,0)",4 phòng,4 WC,4,Đông Bắc,Đông Bắc,Sổ hồng
"5,49 tỷ","1979, Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","55 m² (4,0x14,0)",4 phòng,4 WC,3,Đông Bắc,Đông Bắc,Sổ hồng
"5,8 tỷ","Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"56 m² (4,0x14,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"8,99 tỷ","Đường Đào Tông Nguyên, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,250 m²,11 phòng,11 WC,2,N/A,N/A,Sổ hồng
"11,89 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"10 m² (5,0x20,0)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
30 tỷ,"Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"250 m² (10,0x25,0)",54 phòng,N/A,N/A,N/A,N/A,Sổ hồng
11 tỷ,"Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"92,5 m² (5,0x18,5)",7 phòng,6 WC,5,N/A,N/A,Sổ hồng
"7,3 tỷ","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"81 m² (6,0x13,5)",2 phòng,1 WC,1,Nam,Nam,Sổ hồng
"24,2 tỷ","88, 88, Huyện Nhà Bè, TP.HCM","Biệt thự, Villa","200 m² (10,0x20,0)",4 phòng,5 WC,3,N/A,Tây Nam,Hợp đồng mua bán
14 tỷ,"Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","160 m² (8,0x20,0)",5 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
"11,5 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",5 phòng,6 WC,N/A,N/A,Tây,Sổ hồng
"7,29 tỷ","Đường Liên Ấp 2-3, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,130 m²,6 phòng,6 WC,3,N/A,N/A,Sổ đỏ
"6,5 tỷ","83/xxx, 83/xxx, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"50 m² (4,9x10,3)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
"1,29 tỷ","Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","42 m² (3,2x7,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"1,22 tỷ","Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","28 m² (3,2x9,0)",2 phòng,2 WC,3,N/A,N/A,Giấy tờ hợp lệ
16 tỷ,"Đường Phan Văn Bảy, Xã Hiệp Phước, Huyện Nhà Bè, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"1,34 tỷ","Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","22 m² (3,6x6,0)",2 phòng,2 WC,3,N/A,N/A,Giấy tờ hợp lệ
"6,8 tỷ","Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"50 m² (4,0x12,5)",3 phòng,4 WC,4,N/A,N/A,Sổ hồng
"1,08 tỷ","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",3 phòng,2 WC,1,N/A,Đông Nam,Sổ hồng
"1,48 tỷ","Kp14, Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","18 m² (3,0x7,0)",4 phòng,3 WC,3,Tây Bắc,Tây Bắc,Giấy tờ hợp lệ
"24,2 tỷ","B2-22, B2-22, Huyện Nhà Bè, TP.HCM","Biệt thự, Villa","200 m² (10,0x20,0)",4 phòng,5 WC,3,N/A,N/A,Hợp đồng mua bán
18.200 tỷ,"Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"120 m² (5,0x24,0)",3 phòng,4 WC,3,N/A,N/A,Sổ hồng
"7,19 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"84 m² (6,0x14,0)",5 phòng,4 WC,4,N/A,N/A,Sổ hồng
"7,8 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"81 m² (6,0x13,5)",4 phòng,5 WC,N/A,N/A,Tây Bắc,Sổ hồng
"2,9 tỷ","1, Đường Lê văn lương, Xã Nhơn Đức, Huyện Nhà Bè, TP.HCM","Biệt thự, Villa","650 m² (35,0x18,0)",1 phòng,1 WC,1,N/A,N/A,Sổ đỏ
"2,99 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"42,2 m² (3,2x13,2)",4 phòng,3 WC,4,N/A,N/A,Sổ hồng
"8,5 tỷ","Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"85 m² (5,0x17,0)",4 phòng,5 WC,N/A,Nam,Nam,Sổ hồng
"1,65 tỷ","Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM","Nhà hẻm, ngõ","38 m² (3,4x11,0)",3 phòng,2 WC,2,Nam,Nam,Sổ hồng
"1,4 tỷ","78, Đường Chánh Hưng, Xã Phước Lộc, Huyện Nhà Bè, TP.HCM",Nhà mặt tiền,"25,6 m² (3,2x8,0)",2 phòng,2 WC,2,Tây Bắc,Tây Bắc,Giấy tờ khác
