Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
800 triệu,"Đường Lê Thị Hởi, Xã Tân Thông Hội, Huyện Củ Chi, TP.HCM","Nhà hẻm, ngõ","200 m² (7,0x28,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
750 triệu,"Đường số 9, Xã Tân Thông Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,200 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"1,04 tỷ","Đường Nguyễn Thị Chiên, Xã Tân An Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,100 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
630 triệu,"Đường 108, Xã Tân Thông Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,183 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
720 triệu,"Đường Lê Thị Khánh, Xã Trung Lập Hạ, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"179 m² (5,0x35,8)",2 phòng,2 WC,1,N/A,N/A,Sổ hồng
900 triệu,"Đường số 30, Xã Tân Thông Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"125 m² (5,0x25,0)",5 phòng,5 WC,N/A,Nam,Đông,Sổ hồng
760 triệu,"Đường 619, Xã Phước Hiệp, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,125 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
60 tỷ,"Đường Quốc Lộ 22, Xã Tân An Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,12.000 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"1,35 tỷ","hẻm 207, Đường Bình Mỹ, Xã Bình Mỹ, Huyện Củ Chi, TP.HCM","Nhà hẻm, ngõ","48 m² (4,0x12,0)",2 phòng,2 WC,2,N/A,N/A,Hợp đồng mua bán
930 triệu,"Đường Tỉnh Lộ 2, Xã Trung Lập Hạ, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,355 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
7 tỷ,"Đường 362, Xã Tân An Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"1.150 m² (16,0x80,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"1,2 tỷ","Đường Nhữ Tiến Hiến, Thị Trấn Củ Chi, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"76 m² (4,0x19,0)",2 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
"1,7 tỷ","Đường Nguyễn Thị Bi, Xã Tân Phú Trung, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"180 m² (6,0x30,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"4,5 tỷ","706, Đường Nguyễn Văn Khạ, Xã Phú Hòa Đông, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"500 m² (20,0x25,0)",3 phòng,2 WC,1,Đông Nam,Đông Nam,Sổ đỏ
"2,2 tỷ","Đường Phan Thị Hối, Thị Trấn Củ Chi, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"182 m² (7,0x26,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
750 triệu,"Đường số 64, Xã Tân Phú Trung, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,116 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,15 tỷ","Đường Hồ Văn Tắng, Xã Tân Phú Trung, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"189,5 m²",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"1,9 tỷ","Đường 49, Xã Tân Thông Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"138 m² (5,0x27,0)",2 phòng,1 WC,N/A,N/A,Bắc,Sổ hồng
650 triệu,"Đường Lê Thị Siêng, Xã Tân Thông Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,164 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,5 tỷ","20, Đường 124, Xã Tân Thạnh Đông, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"168 m² (5,9x32,0)",5 phòng,2 WC,N/A,Tây,Tây,Sổ đỏ
865 triệu,"Đường Mai Thị Buội, Xã Phước Vĩnh An, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,118 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
750 triệu,"Đường Trần Văn Chẩm, Xã Tân Thông Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,100 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,9 tỷ","Đường Số 42, Thị Trấn Củ Chi, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"194 m² (5,5x36,0)",2 phòng,2 WC,N/A,N/A,Tây Bắc,Sổ hồng
700 triệu,"Đường 26, Xã Tân Thông Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,101 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"1,8 tỷ","Đường DT8, Xã Phước Vĩnh An, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"421 m² (10,0x48,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"3,3 tỷ","Đường Tỉnh Lộ 15, Xã Phú Mỹ Hưng, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"250,9 m²",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
800 triệu,"Đường 28, Xã Tân Thông Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"101 m² (5,0x21,0)",2 phòng,2 WC,N/A,Nam,Đông Nam,Sổ hồng
750 triệu,"Đường số 22, Xã Tân Thông Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"285 m² (8,0x35,6)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"1,85 tỷ","Huyện Củ Chi, TP.HCM","Nhà hẻm, ngõ","100 m² (5,0x20,0)",2 phòng,1 WC,N/A,N/A,Đông Nam,Sổ hồng
750 triệu,"Đường 28, Xã Tân Thông Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,10 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
635 triệu,"Đường Bàu Tre, Xã Tân An Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",2 phòng,2 WC,1,N/A,N/A,Sổ hồng
650 triệu,"Đường 65, Xã Tân Phú Trung, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,147 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
710 triệu,"Đường Tỉnh Lộ 2, Xã Phước Vĩnh An, Huyện Củ Chi, TP.HCM","Nhà hẻm, ngõ","90 m² (5,0x20,0)",3 phòng,2 WC,1,Tây,Tây,Sổ hồng
640 triệu,"Đường Trần Thị Rộng, Xã Trung Lập Hạ, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"111 m² (5,5x20,1)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"1,15 tỷ","Đường số 36, Xã Tân Thông Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"223 m² (8,0x28,5)",1 phòng,1 WC,N/A,N/A,Tây,Sổ hồng
630 triệu,"Đường Nguyễn Thị Chuỗi, Xã Phước Thạnh, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"120 m² (6,0x20,0)",2 phòng,2 WC,1,N/A,N/A,Sổ hồng
670 triệu,"Đường 26, Xã Tân Thông Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"101 m² (5,0x20,0)",2 phòng,1 WC,1,N/A,N/A,Sổ hồng
12 tỷ,"Đường Bàu Lách, Xã Phạm Văn Cội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"1.311 m² (25,0x52,4)",N/A,N/A,N/A,N/A,N/A,Sổ đỏ
650 triệu,"Đường Nguyễn Thị Ni, Xã Phước Hiệp, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"109 m² (5,0x21,0)",2 phòng,1 WC,1,N/A,N/A,Sổ hồng
8 tỷ,"90A, Đường Lê Thị Bay, Xã Tân Thạnh Đông, Huyện Củ Chi, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"23,6 tỷ","Đường Võ Văn Bích, Xã Phú Hòa Đông, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"1.754 m² (26,0x67,0)",N/A,N/A,N/A,N/A,Đông Bắc,Sổ hồng
34 tỷ,"Đường Sông Lu, Xã Trung An, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,10.385 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
6 tỷ,"Đường Nguyễn Thị Chì, Xã An Nhơn Tây, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,1.189 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"9,5 tỷ","Đường Đỗ Đăng Tuyển, Xã Nhuận Đức, Huyện Củ Chi, TP.HCM","Biệt thự, Villa","1.200 m² (15,0x80,0)",2 phòng,3 WC,1,N/A,Đông Bắc,Sổ hồng
11 tỷ,"1440B, Đường Tỉnh Lộ 8, Xã Tân Thạnh Đông, Huyện Củ Chi, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
85 tỷ,"Đường 101, Xã Tân Phú Trung, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"11.460 m² (60,0x190,0)",3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
24 tỷ,"Đường Võ Văn Bích, Xã Bình Mỹ, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,3.890 m²,3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"1,15 tỷ","14, Đường Hà Duy Phiên, Xã Bình Mỹ, Huyện Củ Chi, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x12,0)",2 phòng,2 WC,2,Đông Bắc,Đông Bắc,Giấy tờ khác
11 tỷ,"1130, Đường Tỉnh Lộ 15, Xã An Phú, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"670 m² (16,7x40,0)",6 phòng,N/A,N/A,N/A,N/A,Sổ hồng
790 triệu,"Đường Nguyễn Văn Khạ, Xã Tân An Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"255 m² (8,0x32,0)",2 phòng,2 WC,N/A,Tây,Tây,Sổ hồng
"1,8 tỷ","Đường số 83, Xã Tân Phú Trung, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"41 m² (4,7x9,0)",1 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
820 triệu,"Đường Nguyễn Thị Ni, Xã Phước Hiệp, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"160 m² (8,0x20,0)",5 phòng,5 WC,N/A,Đông,Đông,Sổ hồng
820 triệu,"Đường 286, Xã Tân Thông Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,101 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
750 triệu,"Đường Giồng Cát, Xã Tân Phú Trung, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"130 m² (5,0x26,0)",2 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
820 triệu,"Đường Lê Minh Nhựt, Xã Tân Thông Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"130 m² (5,0x26,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"7,35 tỷ","Đường Tỉnh Lộ 8, Xã Bình Mỹ, Huyện Củ Chi, TP.HCM","Biệt thự, Villa","250 m² (10,0x25,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"7,35 tỷ","Đường Tỉnh Lộ 8, Xã Bình Mỹ, Huyện Củ Chi, TP.HCM","Biệt thự, Villa","250 m² (10,0x25,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
9 tỷ,"Đường Nguyễn Thị Rành, Xã Nhuận Đức, Huyện Củ Chi, TP.HCM","Nhà hẻm, ngõ","5.000 m² (50,0x100,0)",N/A,N/A,N/A,N/A,Đông Bắc,Sổ đỏ
750 triệu,"Đường Cây Trôm Mỹ Khánh, Xã Phước Hiệp, Huyện Củ Chi, TP.HCM","Nhà hẻm, ngõ","168 m² (5,0x34,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
850 triệu,"Đường Tỉnh Lộ 7, Xã Phước Thạnh, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,349 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"6,7 tỷ","113, Đường Trung An, Xã Trung An, Huyện Củ Chi, TP.HCM","Nhà hẻm, ngõ","784 m² (28,0x28,0)",N/A,N/A,N/A,N/A,N/A,Sổ đỏ
690 triệu,"Đường số 64, Xã Tân Phú Trung, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"132 m² (5,0x26,0)",2 phòng,2 WC,N/A,Tây,Tây,Sổ hồng
710 triệu,"Đường Nguyễn Thị Lắng, Xã Tân Phú Trung, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,240 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
780 triệu,"Đường số 672, Xã Tân Phú Trung, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,200 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"1,2 tỷ","Đường 693, Xã Thái Mỹ, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,500 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"1,2 tỷ","Đường 693, Xã Thái Mỹ, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,500 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
820 triệu,"Đường Nguyễn Văn Ơn, Thị Trấn Củ Chi, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",3 phòng,2 WC,N/A,Đông,Đông,Sổ hồng
820 triệu,"Đường Láng The, Xã Tân Thạnh Tây, Huyện Củ Chi, TP.HCM","Nhà hẻm, ngõ",310 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
670 triệu,"Đường Trần Văn Chẩm, Xã Phước Vĩnh An, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"115 m² (5,0x23,0)",3 phòng,2 WC,N/A,Đông,Đông,Sổ hồng
670 triệu,"Đường Lê Minh Nhựt, Xã Tân Thông Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"130 m² (5,0x26,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
750 triệu,"Đường Cây Da, Xã Tân Phú Trung, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,361 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
690 triệu,"Đường Nguyễn Văn Khạ, Xã Tân An Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"180 m² (5,0x36,0)",2 phòng,2 WC,N/A,Tây,N/A,Sổ hồng
"2,3 tỷ","Đường 464, Xã Trung An, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"185 m² (5,0x37,0)",N/A,N/A,N/A,N/A,N/A,Giấy tờ hợp lệ
"2,6 tỷ","Đường Nhuận Đức, Xã Nhuận Đức, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,"128 m² (4,0x32,0)",1 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
"1,1 tỷ","Đường Phú Mỹ, Xã Phú Hòa Đông, Huyện Củ Chi, TP.HCM","Nhà hẻm, ngõ","350 m² (9,0x37,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,25 tỷ","Đường số 37, Xã Tân Thông Hội, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,103 m²,N/A,N/A,1,N/A,Tây Nam,Sổ hồng
720 triệu,"Đường Tỉnh Lộ 2, Xã Trung Lập Hạ, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,123 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
700 triệu,"Đường Tỉnh Lộ 2, Xã Tân Phú Trung, Huyện Củ Chi, TP.HCM","Nhà hẻm, ngõ","223 m² (8,0x25,0)",10 phòng,10 WC,N/A,N/A,N/A,Sổ hồng
"1,1 tỷ","Đường Nguyễn Thị Rư, Thị Trấn Củ Chi, Huyện Củ Chi, TP.HCM","Nhà hẻm, ngõ","250 m² (10,0x25,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"1,05 tỷ","Đường Tỉnh Lộ 15, Xã Phú Hòa Đông, Huyện Củ Chi, TP.HCM",Nhà mặt tiền,90 m²,2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
