Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
"6,39 tỷ","Đường số 20, Phường Bình Hưng Hòa A, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"58 m² (4,0x16,5)",4 phòng,5 WC,N/A,Đông Nam,Đông Nam,Sổ hồng
12 tỷ,"Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"60 m² (4,0x15,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,4 tỷ","Đường An Dương Vương, Phường An Lạc, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",3 phòng,2 WC,2,N/A,Tây Nam,Sổ hồng
16 tỷ,"Đường số 1A, Phường An Lạc, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"78 m² (5,2x15,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"18,5 tỷ","Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"160 m² (8,0x20,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"15,95 tỷ","Đường Tên Lửa, Phường An Lạc A, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"220 m² (10,0x20,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
45 tỷ,"Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"220 m² (11,0x20,0)",6 phòng,7 WC,N/A,N/A,N/A,Sổ hồng
"4,35 tỷ","47/27, Đường Bình Thành, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
"6,3 tỷ","Đường Khiếu Năng Tĩnh, Phường An Lạc A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ",36 m²,N/A,N/A,N/A,N/A,N/A,Giấy tờ hợp lệ
"11,9 tỷ","Đường Hoàng Văn Hợp, Phường An Lạc A, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"174 m² (4,0x18,0)",4 phòng,3 WC,2,N/A,N/A,Sổ đỏ
"2,85 tỷ","Đường Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","36 m² (4,0x9,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"7,49 tỷ","Đường Liên Khu 10-11, Phường Bình Trị Đông, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","76 m² (4,2x18,0)",5 phòng,5 WC,5,Đông,Đông,Sổ hồng
6 tỷ,"17/66/27, Đường Liên Khu 5-6, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"60 m² (4,0x15,0)",4 phòng,3 WC,4,Đông Nam,Đông Nam,Sổ hồng
"2,3 tỷ","Đường Lê Đình Cẩn, Phường Bình Trị Đông, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ",64 m²,N/A,N/A,N/A,N/A,N/A,Giấy tờ hợp lệ
"7,3 tỷ","Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","94 m² (5,0x20,0)",6 phòng,5 WC,4,N/A,N/A,Sổ hồng
"41,5 tỷ","Đường An Dương Vương, Phường An Lạc, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"540 m² (15,0x36,0)",8 phòng,3 WC,1,N/A,N/A,Sổ hồng
"5,5 tỷ","Đường số 3, Phường Bình Hưng Hòa, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ",61 m²,4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"1,75 tỷ","Đường Liên Khu 5-6, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"64 m² (4,0x8,0)",2 phòng,2 WC,1,N/A,N/A,Sổ hồng
"2,4 tỷ","Đường Tỉnh Lộ 10, Phường Tân Tạo, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",2 phòng,2 WC,N/A,Đông,Đông,Sổ hồng
"1,85 tỷ","Đường Tỉnh Lộ 10, Phường Bình Trị Đông, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ",35 m²,2 phòng,2 WC,1,N/A,N/A,Sổ hồng
"2,35 tỷ","Đường Lê Đình Cẩn, Phường Bình Trị Đông, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",2 phòng,2 WC,N/A,Nam,Nam,Sổ hồng
"4,95 tỷ","24, Đường Liên Khu 2-10, Phường Bình Hưng Hòa A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","96,2 m² (4,5x21,0)",4 phòng,3 WC,3,Đông Bắc,Đông Bắc,Sổ đỏ
"32,99 tỷ","Đường Tên lửa, Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"160 m² (8,0x20,0)",8 phòng,4 WC,4,N/A,N/A,Sổ hồng
"15,5 tỷ","Đường Lộ Tẻ, Phường Tân Tạo A, Quận Bình Tân, TP.HCM","Biệt thự, Villa","250 m² (12,5x20,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"4,7 tỷ","34/44, Đường 13, Phường Bình Hưng Hòa A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","75 m² (5,0x15,0)",2 phòng,3 WC,1,N/A,N/A,Sổ hồng
7 tỷ,"Đường số 2, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"64 m² (4,0x16,0)",1 phòng,1 WC,1,N/A,Nam,Sổ hồng
34 tỷ,"Đường 12C, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM","Biệt thự, Villa","450 m² (28,0x18,0)",5 phòng,6 WC,3,N/A,N/A,Sổ hồng
7 tỷ,"Đường số 7, Phường Bình Hưng Hòa, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","70 m² (7,0x10,0)",5 phòng,N/A,2,N/A,N/A,Sổ hồng
"4,8 tỷ","Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","80 m² (4,0x20,0)",3 phòng,3 WC,3,N/A,N/A,Sổ đỏ
"8,2 tỷ","38, Đường 1C, Phường An Lạc, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"56 m² (4,0x14,0)",4 phòng,3 WC,3,Nam,Nam,Sổ hồng
"3,6 tỷ","762/24, Đường Quốc Lộ 1A, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"64 m² (4,0x16,0)",1 phòng,1 WC,1,N/A,Nam,Sổ hồng
"3,2 tỷ","Đường Lê Ngung, Phường Tân Tạo A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",2 phòng,2 WC,N/A,N/A,N/A,Đang chờ sổ
"2,99 tỷ","16/23//, Đường số 9, Phường Bình Hưng Hòa, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x12,0)",2 phòng,2 WC,2,Tây Nam,Tây Nam,Sổ hồng
"8,2 tỷ","38, Đường 1C, Phường An Lạc, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"56 m² (4,0x14,0)",4 phòng,3 WC,3,Nam,Nam,Sổ hồng
"3,8 tỷ","Đường Tỉnh Lộ 10, Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","46 m² (5,0x9,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
37 tỷ,"Đường số 1 phường bình hưng hòa b quận bình tân, Đường số 1, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM","Biệt thự, Villa","250 m² (12,5x20,0)",5 phòng,3 WC,2,Đông,Đông,Sổ hồng
"6,9 tỷ","1028, Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x13,0)",5 phòng,4 WC,4,Đông,Đông,Sổ hồng
"3,45 tỷ","Đường Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","30 m² (3,0x10,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
940 triệu,"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"3,65 tỷ","118/8, Đường Liên Khu 5-6, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x12,5)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
"5,1 tỷ","80/42, Đường 12, Phường Bình Hưng Hòa, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","190 m² (3,8x14,0)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
"8,3 tỷ","Đường Tên lửa, Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"45 m² (4,0x12,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
4 tỷ,"Đường Tên lửa, Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","70 m² (7,0x11,0)",2 phòng,2 WC,1,N/A,N/A,Sổ hồng
"5,99 tỷ","Đường Bình Trị Đông, Phường Bình Trị Đông A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x12,0)",4 phòng,4 WC,5,N/A,N/A,Sổ hồng
"1,75 tỷ","Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","18 m² (3,0x6,0)",N/A,1 WC,2,Bắc,Bắc,Sổ hồng
45 tỷ,"Đường 7A, Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM","Biệt thự, Villa","454 m² (20,0x20,0)",8 phòng,6 WC,3,Đông,Bắc,Sổ hồng
"14,5 tỷ","Đường số 7a, Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","138 m² (6,0x23,0)",N/A,N/A,3,N/A,N/A,Sổ hồng
"8,8 tỷ","Đường Bình Thành, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","130 m² (10,0x13,0)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
"2,13 tỷ","Đường Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ",40 m²,2 phòng,2 WC,1,N/A,N/A,Sổ hồng
"2,63 tỷ","Đường Liên Khu 5-6, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","50 m² (7,0x7,5)",4 phòng,3 WC,3,Bắc,Bắc,Sổ hồng
"3,49 tỷ","Đường số 4, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",2 phòng,2 WC,1,N/A,Nam,Sổ hồng
"2,48 tỷ","Đường Tỉnh Lộ 10, Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",2 phòng,2 WC,N/A,Đông Bắc,Đông Bắc,Sổ hồng
"2,2 tỷ","Đường Nguyễn Văn Cự, Phường Tân Tạo A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","36 m² (4,0x9,0)",3 phòng,2 WC,3,N/A,N/A,Sổ hồng
"3,6 tỷ","Đường Bùi Tư Toàn, Phường An Lạc, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","30 m² (3,0x10,2)",2 phòng,2 WC,3,N/A,Nam,Sổ hồng
"6,8 tỷ","Đường Gò Xoài, Phường Bình Hưng Hòa A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","69 m² (4,0x17,5)",5 phòng,6 WC,N/A,N/A,N/A,Sổ hồng
"2,63 tỷ","Đường Liên Khu 5-6, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","48 m² (4,5x12,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
11 tỷ,"Đường Nguyễn Quý Yêm, Phường An Lạc, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"158,4 m² (8,0x20,0)",N/A,N/A,N/A,N/A,Đông,Sổ hồng
"5,65 tỷ","Đường 16, Phường Bình Hưng Hòa A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ",58 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,2 tỷ","Đường 11, Phường Bình Hưng Hòa, Quận Bình Tân, TP.HCM",Nhà mặt tiền,40 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,5 tỷ","Đường Trần Thanh Mại, Phường Tân Tạo A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","93 m² (5,3x18,2)",2 phòng,1 WC,1,Đông,Đông,Sổ hồng
"9,4 tỷ","Đường An Dương Vương, Phường An Lạc, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"138 m² (7,5x23,0)",8 phòng,8 WC,N/A,N/A,N/A,Sổ đỏ
"2,05 tỷ","Đường Trần Thanh Mại, Phường Tân Tạo, Quận Bình Tân, TP.HCM",Nhà mặt tiền,40 m²,2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
30 tỷ,"Đường Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM",Nhà mặt tiền,200 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,5 tỷ","Đường Chiến Lược, Phường Tân Tạo, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","112,2 m² (4,0x18,0)",3 phòng,2 WC,N/A,Đông,Đông,Sổ hồng
"1,68 tỷ","Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","35 m² (3,5x10,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"3,3 tỷ","317/45, Đường Bình Thành, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","80 m² (4,0x20,0)",2 phòng,2 WC,2,Bắc,Bắc,Sổ hồng
"7,2 tỷ","Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"96 m² (4,0x24,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"1,85 tỷ","Đường Tỉnh Lộ 10, Phường Tân Tạo, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",2 phòng,2 WC,1,N/A,N/A,Sổ hồng
4 tỷ,"Đường Nguyễn Quý Yêm, Phường An Lạc, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",2 phòng,2 WC,1,N/A,Bắc,Sổ hồng
"4,8 tỷ","Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","100 m² (5,0x20,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"15,5 tỷ","Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",4 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
"6,49 tỷ","254, Đường Liên Khu 4-5, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"112 m² (4,0x27,0)",5 phòng,6 WC,4,N/A,N/A,Sổ hồng
"4,75 tỷ","381, Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",2 phòng,2 WC,2,Bắc,Bắc,Sổ hồng
"4,57 tỷ","Đường Mã Lò, Phường Bình Hưng Hòa A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",2 phòng,2 WC,1,Đông Nam,Đông Nam,Sổ hồng
84 tỷ,"Đường Vành Đai Trong, Phường Bình Trị Đông, Quận Bình Tân, TP.HCM",Nhà mặt tiền,600 m²,N/A,N/A,N/A,N/A,N/A,Giấy tờ hợp lệ
"5,5 tỷ","Đường 2D, Phường An Lạc, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"3,15 tỷ","Đường Lê Tấn Bê, Phường An Lạc, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","59,8 m² (3,5x16,0)",2 phòng,1 WC,N/A,N/A,Tây Bắc,Sổ hồng
7 tỷ,"141, Đường số 11, Phường Bình Hưng Hòa, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","81 m² (4,7x14,5)",3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
6 tỷ,"Đường Hẽm nội bộ Lê Cơ, Phường An Lạc, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","100 m² (4,0x25,0)",5 phòng,3 WC,3,N/A,Đông Bắc,Sổ hồng
"1,68 tỷ","Đường Tỉnh Lộ 10, Phường Bình Trị Đông, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ",35 m²,2 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
"6,95 tỷ","Đường Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","55 m² (4,0x14,0)",4 phòng,5 WC,N/A,N/A,Nam,Sổ hồng
"17,5 tỷ","Đường Tỉnh Lộ 10, Phường Bình Trị Đông, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","310 m² (8,1x37,0)",8 phòng,6 WC,N/A,N/A,N/A,Sổ hồng
"4,65 tỷ","85/112, Đường Bình Thành, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",1 phòng,1 WC,1,Tây,Tây,Sổ hồng
"6,4 tỷ","100/x, Đường Bùi Dương Lịch, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","106 m² (7,0x15,0)",5 phòng,4 WC,1,Đông Bắc,Tây,Sổ hồng
"4,85 tỷ","Đường Mã lò, Phường Bình Trị Đông A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","100 m² (5,0x20,0)",3 phòng,3 WC,2,Đông,Bắc,Sổ hồng
"29,3 tỷ","Đường số 1A, Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM","Biệt thự, Villa",200 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
10 tỷ,"Đường số 3, Phường An Lạc, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",N/A,N/A,2,N/A,Bắc,Sổ hồng
"8,5 tỷ","Đường Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"2,15 tỷ","Đường Ấp Chiến Lược, Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","50 m² (5,0x16,0)",4 phòng,3 WC,4,N/A,N/A,Sổ hồng
"1,75 tỷ","Đường Cây Cám, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"32 m² (4,0x8,0)",2 phòng,2 WC,1,N/A,Đông Nam,Sổ hồng
"7,8 tỷ","Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","80 m² (4,0x20,0)",5 phòng,6 WC,5,N/A,N/A,Sổ hồng
"4,85 tỷ","Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","80 m² (4,0x20,0)",3 phòng,2 WC,3,N/A,N/A,Sổ hồng
"6,7 tỷ","Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","80 m² (4,0x20,0)",4 phòng,5 WC,4,N/A,N/A,Sổ hồng
"11,6 tỷ","Đường số 29, Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
"7,5 tỷ","Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"66 m² (4,0x16,5)",4 phòng,4 WC,3,Đông,Đông,Sổ hồng
"8,5 tỷ","Đường 36, Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"68 m² (4,0x17,0)",4 phòng,5 WC,3,Tây,Tây,Sổ hồng
"5,4 tỷ","Đường Liên Khu 5-6, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","90 m² (6,0x15,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
27 tỷ,"Đường Lê Đình Cẩn, Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","546 m² (9,0x60,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"7,5 tỷ","Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","72 m² (4,0x18,0)",4 phòng,5 WC,N/A,Đông,Đông,Sổ hồng
"2,53 tỷ","133/31, Đường Bình Thành, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","54 m² (4,5x12,0)",2 phòng,2 WC,1,Nam,Nam,Sổ hồng
"4,3 tỷ","1/, Đường Mã lò, Phường Bình Hưng Hòa A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ","46 m² (4,0x11,6)",1 phòng,1 WC,1,N/A,N/A,Sổ hồng
"1,49 tỷ","Đường Lê Tấn Bê, Phường An Lạc, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"60 m² (4,5x13,5)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
12 tỷ,"Đường Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
"1,45 tỷ","Đường Liên Khu 4-5, Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM",Nhà mặt tiền,44 m²,2 phòng,2 WC,1,N/A,Tây,Sổ hồng
"6,5 tỷ","Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, TP.HCM","Nhà hẻm, ngõ",86 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
12 tỷ,"Quận Bình Tân, TP.HCM",Nhà mặt tiền,"90 m² (4,5x20,0)",5 phòng,5 WC,4,N/A,Tây Bắc,Sổ hồng
