Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
"2,75 tỷ","Đường số 4, Phường 3, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","49,2 m² (3,5x14,0)",4 phòng,5 WC,3,N/A,N/A,Sổ hồng
"7,8 tỷ","Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x12,5)",4 phòng,5 WC,4,Tây Bắc,Tây Bắc,Sổ hồng
"2,05 tỷ","Đường Lê Lai, Phường 3, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
"7,2 tỷ","Đường số 5, Phường 9, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,65 m²,2 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
"21,9 tỷ","Địa chỉ: 72/15 đường 30, Phường 6, Gò Vấp, TP. Hồ , Đường 30, Phường 6, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ",200 m²,18 phòng,18 WC,4,N/A,N/A,Sổ hồng
"3,87 tỷ","Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","28,5 m² (3,5x8,1)",2 phòng,2 WC,2,Đông Bắc,Đông Bắc,Sổ hồng
"4,3 tỷ","Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","36 m² (4,0x9,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"2,35 tỷ","Đường Lê Lai, Phường 3, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ",46 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"9,5 tỷ","Đường Thống Nhất, Phường 15, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,90 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"6,8 tỷ","Đường Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","40 m² (4,5x9,0)",4 phòng,4 WC,4,Đông Nam,Đông Nam,Sổ hồng
"4,86 tỷ","Đường số 2, Phường 16, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","75 m² (5,0x15,0)",2 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
"2,35 tỷ","Đường Lê Lai, Phường 3, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ",52 m²,4 phòng,4 WC,4,N/A,N/A,Sổ hồng
18 tỷ,"Đường Phan Văn Trị, Phường 7, Quận Gò Vấp, TP.HCM","Biệt thự, Villa","112 m² (8,0x14,0)",4 phòng,N/A,3,N/A,N/A,Sổ hồng
"4,85 tỷ","Đường số 8, Phường 11, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","43 m² (3,3x13,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
"5,15 tỷ","72/, Đường Nguyễn Kiệm, Phường 3, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","55 m² (3,6x13,0)",2 phòng,2 WC,2,Đông Nam,Đông Nam,Sổ hồng
"5,7 tỷ","Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","78 m² (5,4x14,5)",2 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
"3,3 tỷ","332/22b, Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ",30 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,55 tỷ","Đường Số 14, Phường 5, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","58,4 m²",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"3,6 tỷ","Đường Nguyễn Du, Phường 7, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","30 m² (3,0x10,0)",3 phòng,2 WC,1,N/A,N/A,Sổ hồng
"4,46 tỷ","Đường Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","63 m² (4,5x14,0)",4 phòng,3 WC,2,N/A,N/A,Sổ hồng
"9,7 tỷ","Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","85 m² (5,0x19,0)",5 phòng,7 WC,N/A,N/A,N/A,Sổ hồng
"2,6 tỷ","Đường Quang Trung, Phường 14, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ",25 m²,N/A,N/A,N/A,N/A,N/A,Sổ đỏ
31 tỷ,"513, Đường Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"100 m² (5,4x22,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ đỏ
"4,85 tỷ","133/.../..., Đường Quang Trung, Phường 10, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","48 m² (4,0x12,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"3,5 tỷ","Đường Lê Đức Thọ, Phường 8, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","32 m² (356,0x9,5)",N/A,N/A,N/A,N/A,N/A,Giấy tờ hợp lệ
"5,28 tỷ","Đường số 9, Phường 9, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","46 m² (4,2x11,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"1,95 tỷ","Đường Nguyễn Văn Nghi, Phường 7, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ",38 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,2 tỷ","Đường Lê Lợi, Phường 4, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","35 m² (3,5x10,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"4,6 tỷ","Đường số 1, Phường 13, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","56 m² (6,5x9,0)",3 phòng,2 WC,1,N/A,N/A,Sổ hồng
3 tỷ,"Đường số 2, Phường 3, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","22,8 m² (2,6x8,6)",2 phòng,1 WC,2,Đông Nam,Đông Nam,Sổ hồng
"1,75 tỷ","Đường Nguyên Hồng, Phường 1, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","46 m² (4,6x10,0)",2 phòng,3 WC,1,N/A,N/A,Sổ hồng
"1,88 tỷ","Đường Nguyễn Văn Bảo, Phường 1, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","36,3 m² (4,0x9,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ đỏ
"1,65 tỷ","Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","25,6 m² (3,2x8,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ đỏ
"2,59 tỷ","Đường Lê Lợi, Phường 1, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","54 m² (4,5x12,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"2,17 tỷ","Đường Nguyễn Văn Khối, Phường 11, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","50 m² (5,0x10,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"5,69 tỷ","Đường Lê Đức Thọ, Phường 6, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",2 phòng,1 WC,N/A,Tây Bắc,Tây Bắc,Sổ hồng
"21,5 tỷ","Đường số 4, Phường 7, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"119 m² (7,0x17,0)",7 phòng,8 WC,N/A,N/A,N/A,Sổ hồng
35 tỷ,"Đường Lê Văn Thọ, Phường 8, Quận Gò Vấp, TP.HCM","Biệt thự, Villa","229 m² (11,5x19,9)",5 phòng,5 WC,5,N/A,N/A,Sổ hồng
"3,1 tỷ","Đường Nguyễn Thái Sơn, Phường 3, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","63 m² (4,2x15,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"2,75 tỷ","Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"24,5 tỷ","Đường số 1, Phường 13, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,286 m²,5 phòng,5 WC,2,N/A,N/A,Sổ hồng
"1,25 tỷ","-- Đường / Phố --, -- Dự án --, Đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","63 m² (5,0x13,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"14,5 tỷ","Đường Cây trâm, Phường 9, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","105 m² (5,0x21,0)",4 phòng,4 WC,5,N/A,N/A,Sổ hồng
"8,6 tỷ","Đường số 9, Phường 16, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"125 m² (5,0x25,0)",5 phòng,6 WC,N/A,Đông Nam,Đông Nam,Sổ hồng
"10,5 tỷ","Đường Quang Trung, Phường 10, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","55,1 m² (4,4x12,0)",4 phòng,5 WC,4,Đông Nam,Đông Nam,Sổ hồng
"18,5 tỷ","Đường Lê Đức Thọ, Phường 7, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"119 m² (7,0x17,0)",10 phòng,10 WC,N/A,N/A,N/A,Sổ hồng
"5,3 tỷ","467/108/10, Đường Lê Đức Thọ, Phường 16, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","54 m² (4,4x14,0)",3 phòng,2 WC,2,Tây Nam,Tây Nam,Sổ hồng
"6,7 tỷ","Đường Lê Văn Thọ, Phường 11, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",4 phòng,5 WC,4,N/A,N/A,Sổ hồng
"9,2 tỷ","Đường Nguyễn Văn Khối, Phường 8, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",4 phòng,6 WC,N/A,N/A,N/A,Sổ hồng
"2,68 tỷ","Đường Nguyễn Thái Sơn, Phường 7, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ",13 m²,3 phòng,3 WC,4,N/A,N/A,Sổ hồng
4 tỷ,"Đường quang trung, Phường 10, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","50 m² (4,5x12,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"8,5 tỷ","Đường Lê Quang Định, Phường 1, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","117 m² (4,5x18,0)",11 phòng,12 WC,3,N/A,N/A,Sổ hồng
"4,99 tỷ","Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","30 m² (4,5x8,0)",2 phòng,3 WC,N/A,Tây Bắc,Tây Bắc,Sổ hồng
"2,56 tỷ","Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","62 m² (4,5x13,8)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
"5,9 tỷ","Đường số 8, Phường 11, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","50 m² (3,5x15,0)",5 phòng,N/A,4,N/A,N/A,Sổ hồng
"10,8 tỷ","Đường 59, Phường 14, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"77 m² (4,0x19,3)",4 phòng,5 WC,5,N/A,Tây Nam,Sổ hồng
23 tỷ,"Đường số 8, Phường 8, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,150 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,85 tỷ","Đường Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"70 m² (5,0x14,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
70 tỷ,"Đường Lê Đức Thọ, Phường 15, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"700 m² (10,0x70,0)",1 phòng,1 WC,1,N/A,Tây Nam,Sổ hồng
"3,38 tỷ","618/13/8E, Đường Quang Trung, Phường 11, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","21 m² (3,0x7,0)",4 phòng,3 WC,4,N/A,N/A,Sổ hồng
"4,4 tỷ","688/, Đường Quang Trung, Phường 11, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","45 m² (3,6x13,0)",2 phòng,2 WC,2,N/A,Đông,Sổ hồng
"5,2 tỷ","Đường Lê Đức Thọ, Phường 16, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","71 m² (4,1x17,2)",2 phòng,3 WC,2,N/A,N/A,Sổ hồng
"6,5 tỷ","Đường Phạm văn chiêu, Phường 16, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","55 m² (4,2x14,0)",6 phòng,5 WC,5,N/A,N/A,Sổ hồng
"2,05 tỷ","Đường Nguyễn Văn Lượng, Phường 17, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,40 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
18 tỷ,"220/7, Đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","150 m² (8,0x20,0)",8 phòng,9 WC,1,N/A,N/A,Sổ hồng
"20,5 tỷ","25, Đường Phần Văn Trị, Phường 10, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",6 phòng,5 WC,4,N/A,N/A,Sổ hồng
"6,86 tỷ","Đường Lê Văn Thọ, Phường 9, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",4 phòng,4 WC,3,N/A,Tây Nam,Sổ hồng
145 tỷ,"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"3.700 m² (79,0x47,0)",N/A,N/A,N/A,N/A,N/A,Sổ đỏ
956 triệu,"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","51 m² (4,0x12,8)",4 phòng,3 WC,2,N/A,N/A,Sổ hồng
"4,9 tỷ","Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ",75 m²,4 phòng,4 WC,2,Đông,Đông,Sổ hồng
13 tỷ,"Đường số 1, Phường 16, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"92 m² (6,0x15,0)",4 phòng,4 WC,6,N/A,N/A,Sổ hồng
"9,5 tỷ","125/48, Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","55 m² (4,0x15,0)",4 phòng,5 WC,2,N/A,N/A,Sổ hồng
"3,48 tỷ","Đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ",30 m²,N/A,N/A,N/A,N/A,N/A,Giấy tờ hợp lệ
"8,7 tỷ","Đường Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","62 m² (4,0x15,0)",6 phòng,8 WC,4,N/A,N/A,Sổ hồng
"9,5 tỷ","hẻm 274, Đường Nguyễn Văn Lượng, Phường 17, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"70 m² (5,0x14,0)",5 phòng,5 WC,3,N/A,Đông Nam,Sổ hồng
"10,9 tỷ","Đường Quang Trung, Phường 12, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"111 m² (4,3x27,5)",6 phòng,6 WC,4,N/A,N/A,Sổ hồng
"8,7 tỷ","122, Đường Phạm Văn Đồng, Phường 3, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"48 m² (8,0x6,0)",3 phòng,2 WC,1,Đông Bắc,Đông Bắc,Sổ hồng
"10,6 tỷ","Đường Tân Sơn, Phường 12, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,86 m²,N/A,N/A,N/A,N/A,N/A,Sổ đỏ
"11,99 tỷ","223, Đường Huỳnh Văn Nghệ, Phường 12, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"85 m² (5,0x17,0)",4 phòng,6 WC,3,N/A,Tây Nam,Sổ hồng
"4,32 tỷ","Đường Quang trung, Phường 8, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ",75 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
6 tỷ,"440/, Đường Thống Nhất, Phường 16, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","58 m² (6,8x9,0)",4 phòng,4 WC,4,Tây Bắc,Tây Bắc,Sổ hồng
"1,11 tỷ","Đường Lê Đức Thọ, Phường 16, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"2,99 tỷ","Đường Số 51, Phường 14, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,52 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
36 tỷ,"Đường Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,350 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"37,9 tỷ","40/14, Đường Lê Đức Thọ, Phường 7, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"179 m² (8,0x22,0)",8 phòng,8 WC,5,N/A,Tây Bắc,Sổ hồng
965 triệu,"Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ",60 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"7,6 tỷ","Đường phan huy ích, Phường 14, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",5 phòng,3 WC,4,N/A,Nam,Sổ hồng
990 triệu,"Đường phan huy ích, Phường 12, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","57 m² (4,0x14,2)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"11,8 tỷ","Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","136 m² (8,0x17,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"12,9 tỷ","Đường Thống Nhất, Phường 15, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","170 m² (5,5x31,0)",5 phòng,6 WC,3,N/A,N/A,Sổ hồng
"13,5 tỷ","185/17, Đường Số 28, Phường 6, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","95 m² (5,0x19,0)",8 phòng,8 WC,4,N/A,Đông Bắc,Sổ hồng
"3,6 tỷ","Đường Quang Trung, Phường 10, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
8 tỷ,"Đường quang trung, Phường 8, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","200 m² (4,0x22,0)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
22 tỷ,"416/15/12, Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","135 m² (5,0x27,0)",17 phòng,17 WC,5,N/A,Tây Nam,Sổ hồng
26 tỷ,"Đường Quang Trung, Phường 8, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,250 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"12,9 tỷ","Đường Trần Bá Giao, Phường 5, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","119 m² (6,0x20,0)",4 phòng,6 WC,N/A,N/A,N/A,Sổ hồng
420 tỷ,"Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"5,7 tỷ","Đường quang trung, Phường 10, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","78 m² (7,0x11,0)",3 phòng,2 WC,2,N/A,Đông,Sổ đỏ
12 tỷ,"483, Đường Lê Văn Thọ, Phường 9, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"46 m² (4,0x18,0)",2 phòng,2 WC,1,N/A,Đông,Sổ hồng
"3,15 tỷ","Đường Quang Trung, Phường 11, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","24 m² (4,0x6,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
40 tỷ,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,350 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
1 tỷ,"Đường Nguyễn Duy Cung, Phường 12, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","59 m² (4,0x14,8)",4 phòng,3 WC,2,N/A,N/A,Sổ hồng
"4,68 tỷ","Đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","76 m² (3,3x23,0)",2 phòng,1 WC,2,N/A,Đông Nam,Sổ hồng
"3,1 tỷ","Đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
17 tỷ,"96, Đường Nguyễn Văn Công, Phường 3, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"140 m² (6,5x24,0)",8 phòng,8 WC,1,N/A,Đông Nam,Sổ hồng
"6,15 tỷ","Đường số 9, Phường 16, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"48 m² (3,4x15,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
"18,9 tỷ","Đường Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","313,3 m² (5,0x17,2)",7 phòng,8 WC,5,N/A,Tây Bắc,Sổ hồng
"11,9 tỷ","364/3, Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"93 m² (4,5x23,0)",4 phòng,4 WC,3,N/A,Đông Nam,Sổ hồng
"5,18 tỷ","688/, Đường Quang Trung, Phường 11, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","34 m² (4,1x8,0)",3 phòng,3 WC,3,Tây Nam,Tây Nam,Sổ hồng
"4,35 tỷ","Đường Nguyễn Du, Phường 7, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","37 m² (4,1x9,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"5,5 tỷ","Đường Nguyễn Kiệm, Phường 3, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ",55 m²,3 phòng,N/A,N/A,N/A,Nam,Giấy tờ hợp lệ
"10,5 tỷ","102/75, Đường Lê Văn Thọ, Phường 11, Quận Gò Vấp, TP.HCM",Nhà mặt tiền,"90 m² (4,0x23,0)",4 phòng,5 WC,4,N/A,N/A,Sổ hồng
"4,9 tỷ","Đường quang trung, Phường 8, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","74 m² (5,0x15,0)",2 phòng,2 WC,2,N/A,Tây,Sổ đỏ
"1,15 tỷ","Đường Nguyễn Thái Sơn, Phường 4, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","70 m² (5,0x14,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"3,6 tỷ","Đường Nguyễn Kiệm, Phường 3, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","38,4 m² (6,3x6,5)",2 phòng,2 WC,1,N/A,N/A,Sổ hồng
"5,68 tỷ","943/, Đường Quang Trung, Phường 14, Quận Gò Vấp, TP.HCM","Nhà hẻm, ngõ","49 m² (3,5x14,0)",N/A,N/A,2,N/A,Bắc,Sổ hồng
